0,7223.86089441141
1,5882.965574564435
2,7147.855299119065
3,8866.100622940827
4,9402.375358135341
5,7826.364985153806
6,7412.85906143532
7,13434.273311920479
8,11455.371495908408
9,12527.379915940764
10,14970.110985301775
11,16578.146856829087
12,19601.057523253778
13,19146.77163869785
14,19627.48688132442
15,22283.430826001917
16,19693.50522703928
17,18062.855269802327
18,22507.4619166703
19,24396.24895073993
20,25326.48418677621
21,24868.343204442703
22,24326.897487527647
23,28606.331857310215
24,31723.285438818817
25,34662.85965104132
26,38098.945323864486
27,41828.68825805927
28,42563.1909403739
29,40860.93421741761
30,49083.36367928933
31,37126.32182922739
32,43708.89212590549
33,44084.78784654395
34,50753.770592665045
35,44009.05492422725
36,47572.546115060126
37,48299.13386213323
38,38415.09440921821
39,39456.0861890742
40,42795.33432447288
41,42945.22569695116
42,45418.422495625644
43,43080.82286676324
44,45132.843133597074
45,46050.83214693671
46,42834.21466327738
47,47452.398914943326
48,42587.91365460909
49,43505.04051802359
50,41284.31499742164
51,39979.99066223949
52,43801.45137961454
53,45288.07980988382
54,44837.48595400015
55,49162.26261633916
56,51256.56865045684
57,56113.95155158007
58,50708.20937557794
59,50619.1850009711
60,50425.43099570161
61,48329.7794969638
62,54706.89795414993
63,49687.203034356724
64,52120.23722652245
65,48665.43588700838
66,42615.61691631817
67,42810.807330396165
68,49315.89220704883
69,53870.368779549026
70,55354.00880799513
71,45745.17431202639
72,51655.31655160801
73,44998.31345427635
74,37334.4224847566
75,43176.38854898807
76,47956.6417003909
77,50604.493152000876
78,59490.62449159695
79,73077.037903019
80,53445.79416796778
81,48656.292365697715
82,63193.70096491368
83,54764.36915186853
84,67407.84598035268
85,54157.44558507617
86,52526.170841582
87,54736.72192592898
88,57125.66660008315
89,62318.92896907028
90,63278.15178308005
91,56445.51518954861
92,63689.441003145825
93,53619.540358801925
94,54254.22049664685
95,47485.2854408726
96,49830.69500047719
97,57201.86129255805
98,57236.01710586151
99,65545.07473851746
100,56930.37541585406
101,59154.67787215367
102,58988.18645612783
103,72335.99777598382
104,65948.69897549406
105,71821.40619537122
106,65228.99132324592
107,60531.115293225295
108,77060.10633051349
109,52531.06488481903
110,62032.38648427487
111,61441.3459266425
112,61964.804656067194
113,61045.80979812114
114,63874.538352415344
115,62228.55599892264
116,64803.47540592682
117,59160.50385398959
118,60896.57267402016
119,69484.54924431235
120,66655.60379038964
121,61294.06773789873
122,66584.38242988237
123,66440.39847886338
124,72579.33607772
125,66664.61682871384
126,70893.60937053587
127,71633.46403984023
128,64048.557555875996
129,66570.66596742622
130,67248.43712127976
131,60888.946090152924
132,61275.83992093336
133,65812.90473345791
134,64864.20046603153
135,66046.02919125087
136,62593.70257734123
137,65245.37953660999
138,64089.44105012238
139,61187.95027049553
140,61569.13496976825
141,67729.43456993584
142,61117.26935403645
143,66200.67003522172
144,70791.39543031798
145,66200.36137894036
146,59815.68889622177
147,62064.72869601319
148,67814.03768723256
149,67258.03155713773
